Physiographic Division,Physiographic Province,State,USGS Station No.,Site Name,Coordinates,,Drainage Area,, Bankfull Discharge,,Bankfull Width,,Bankfull Depth,,Bankfull Area,,Source
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,03078500,Big Piney Run near Salisbury,39.726195,-79.048360,24.50,63.45,766.00,21.69,63.70,19.42,2.80,0.85,176.40,16.39,"McCandless 2003a, McCandless 2003b"
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,03080000,Laurel Hill Creek at Ursina,39.820355,-79.321423,121.00,313.39,3225.00,91.32,161.00,49.07,3.78,1.15,606.00,56.30,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03087000,Beech Creek near Bolton,40.930614,-81.147044,17.40,45.07,775.00,21.95,42.00,12.80,3.52,1.07,148.30,13.78,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03089500,Mill Creek near Berlin Center,41.000336,-80.968424,19.10,49.47,500.00,14.16,37.30,11.37,3.21,0.98,118.20,10.98,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03092090,West Branch Mahoning River near Ravenna,41.161445,-81.197045,21.80,56.46,910.00,25.77,56.30,17.16,3.48,1.06,194.00,18.02,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03092099,Hinkley Creek at Charlestown,41.154501,-81.147321,7.85,20.33,178.00,5.04,39.70,12.10,2.67,0.81,106.00,9.85,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03093000,Eagle Creek at Phalanx Station,41.261167,-80.954257,97.60,252.78,1220.00,34.55,109.30,33.31,4.56,1.39,475.40,44.17,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Pennsylvania,03102500,Little Shenango River at Greenville,41.421999,-80.376178,104.00,269.36,2080.00,58.90,72.50,22.10,5.65,1.72,409.00,38.00,Chaplin 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03110000,Yellow Creek near Hammondsville,40.537842,-80.725078,147.00,380.73,2920.00,82.69,126.20,38.47,4.85,1.48,605.30,56.23,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,West Virginia,03110830,Kings Creek near Weirton ,40.435623,-80.592572,48.90,126.65,1960.00,55.50,94.50,28.80,3.45,1.05,326.00,30.29,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,Ohio,03114240,Wood Run near Woodsfield,39.782295,-81.055659,0.53,1.37,190.00,5.38,24.90,7.59,1.64,0.50,40.40,3.75,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03115280,Trail Run near Antioch,39.624797,-81.048162,5.45,14.12,590.00,16.71,34.50,10.52,3.22,0.98,111.10,10.32,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03126110,Skull Fork near Londonderry,40.139513,-81.266499,26.90,69.67,,,35.50,10.82,3.43,1.05,119.50,11.10,Sherwood and Huitger 2005
Interior Plains,Central Lowland,Ohio,03136564,Dry Run near Bangs,40.371451,-82.573222,0.50,1.29,,,15.30,4.66,1.09,0.33,16.80,1.56,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03139980,Little Mill Creek near Coshocton,40.384234,-81.817632,4.02,10.41,416.00,11.78,33.10,10.09,2.40,0.73,77.50,7.20,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03139990,Little Mill Creek near Coshocton,40.364235,-81.838744,7.16,18.54,388.00,10.99,35.40,10.79,3.21,0.98,113.10,10.51,Sherwood and Huitger 2005
Interior Plains,Central Lowland,Ohio,03144800,Etna Creek at Etna,39.968953,-82.681835,1.10,2.85,52.00,1.47,14.80,4.51,1.27,0.39,18.90,1.76,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03146500,Licking River near Newark,40.059232,-82.339595,537.00,1390.82,10300.00,291.66,248.00,75.59,7.61,2.32,1855.00,172.34,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03149500,Salt Creek near Chandlersville,39.908681,-81.860411,75.70,196.06,2090.00,59.18,98.50,30.02,6.60,2.01,629.50,58.48,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03150333,Keith Fork at Keith,39.657018,-81.555403,8.56,22.17,,,41.90,12.77,2.85,0.87,119.00,11.06,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,West Virginia,03151400,Little Kanawha River near Wildcat,38.743434,-80.525367,112.00,290.08,3240.00,91.75,160.00,48.77,4.27,1.30,681.00,63.27,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,03152200,Buck Run at Leopold,39.123978,-80.690378,2.91,7.54,101.00,2.86,35.80,10.91,1.31,0.40,47.00,4.37,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,03154000,West Fork Little Kanawha River near Rocksdale,38.844254,-81.222617,205.00,530.95,4520.00,127.99,154.00,46.94,9.16,2.79,1410.00,130.99,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,Ohio,03157000,Clear Creek near Rockbridge,39.588398,-82.578495,89.00,230.51,2730.00,77.30,71.90,21.92,6.94,2.12,499.10,46.37,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03158100,Hayden Run near Haydenville,39.482569,-82.318207,1.04,2.69,64.00,1.81,15.50,4.72,1.68,0.51,26.00,2.42,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03159450,Mill Creek near Chauncey,39.379517,-82.084311,1.48,3.83,98.00,2.78,19.00,5.79,1.50,0.46,28.50,2.65,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03159540,Shade River near Chester,39.063689,-81.881802,156.00,404.04,2100.00,59.47,89.30,27.22,7.58,2.31,650.20,60.41,Sherwood and Huitger 2005
Appalachian Highlands,Valley and Ridge,Virginia,03167000,Reed Creek at Grahams Forge ,36.939010,-80.887300,258.00,668.22,3010.00,85.23,153.00,46.63,3.50,1.07,536.00,49.80,Keaton et al. 2005
Appalachian Highlands,Valley and Ridge,West Virginia,03177100,Payne Branch near Oakvale,37.357897,-80.977585,8.64,22.38,326.00,9.23,38.30,11.67,1.63,0.50,62.00,5.76,Messinger 2009
Appalachian Highlands,Valley and Ridge,Virginia,03177710,Bluestone River at Falls Mills,37.271506,-81.304823,44.30,114.74,681.00,19.28,56.50,17.22,3.50,1.07,198.00,18.39,Keaton et al. 2005
Appalachian Highlands,Appalachian Plateaus,West Virginia,03178500,Camp Creek near Camp Creek,37.504284,-81.127595,32.00,82.88,2260.00,64.00,90.90,27.71,2.56,0.78,233.00,21.65,Messinger 2009
Appalachian Highlands,Valley and Ridge,West Virginia,03182700,Anthony Creek near Anthony,37.907621,-80.290627,144.00,372.96,2350.00,66.54,122.00,37.19,4.50,1.37,547.00,50.82,"Keaton et al. 2005, Manning's n from Messinger 2009"
Appalachian Highlands,Appalachian Plateaus,West Virginia,03183000,Second Creek near Second Creek,37.684845,-80.456737,80.80,209.27,2620.00,74.19,114.00,34.75,2.94,0.90,337.00,31.31,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,03186500,Williams River at Dyer,38.378999,-80.483974,128.00,331.52,3960.00,112.13,148.00,45.11,5.02,1.53,743.00,69.03,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,03187500,Cranberry River near Richwood,38.295390,-80.526475,80.40,208.24,1720.00,48.70,108.00,32.92,3.60,1.10,390.00,36.23,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,03190100,Anglins Creek near Nallen,38.141224,-80.836762,23.50,60.86,831.00,23.53,58.70,17.89,4.54,1.38,267.00,24.81,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,03199300,Rock Creek near Danville,38.100100,-81.829846,12.20,31.60,718.00,20.33,41.40,12.62,3.91,1.19,162.00,15.05,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,Ohio,03201700,Big Four Hollow Creek near Lake Hope,39.363404,-82.314040,1.01,2.62,54.00,1.53,21.50,6.55,1.13,0.34,24.20,2.25,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03201800,Sandy Run near Lake Hope,39.333682,-82.332096,4.99,12.92,331.00,9.37,34.40,10.49,2.74,0.84,86.10,8.00,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,West Virginia,03202750,Clear Fork at Clear Fork ,37.623166,-81.707334,126.00,326.34,4250.00,120.35,110.00,33.53,5.28,1.61,582.00,54.07,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,Ohio,03205995,Sandusky Creek near Burlington,38.417582,-82.509879,0.73,1.89,66.00,1.87,14.40,4.39,1.42,0.43,20.40,1.90,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,West Virginia,03206600,East Fork Twelvepole Creek near Dunlow ,38.017316,-82.295977,38.50,99.71,962.00,27.24,68.00,20.73,3.50,1.07,238.00,22.11,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,West Virginia,03213500,Panther Creek near Panther,37.445556,-81.871111,31.00,80.29,1200.00,33.98,56.30,17.16,3.07,0.94,173.00,16.07,Messinger 2009
Appalachian Highlands,Appalachian Plateaus,Kentucky,03216800,Tygarts Creek at Olive Hill,38.299248,-83.173510,59.60,154.36,818.00,23.16,82.70,25.21,3.09,0.94,255.30,23.72,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,03217000,Tygarts Creek near Greenup,38.564245,-82.952116,242.00,626.78,3571.00,101.12,112.70,34.35,9.11,2.78,1027.00,95.41,Vesely et al. 2008
Interior Plains,Central Lowland,Ohio,03235000,Salt Creek at Tarlton ,39.555619,-82.780727,11.50,29.78,920.00,26.05,54.90,16.73,2.95,0.90,160.90,14.95,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03235080,Bull Creek near Adelphi,39.453119,-82.779338,3.13,8.11,202.00,5.72,21.80,6.64,2.81,0.86,60.70,5.64,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03235500,Tar Hollow Creek at Tar Hollow State Park,39.389509,-82.750726,1.35,3.50,120.00,3.40,25.40,7.74,1.90,0.58,48.10,4.47,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03237010,Crooked Creek at Alma,39.192011,-82.990178,8.01,20.75,,,85.00,25.91,3.29,1.00,278.50,25.87,Sherwood and Huitger 2005
Appalachian Highlands,Appalachian Plateaus,Ohio,03237023,No Name Creek at No Name,39.097847,-83.115182,3.82,9.89,,,47.20,14.39,2.44,0.74,115.10,10.69,Sherwood and Huitger 2005
Interior Plains,Interior Low Plateaus,Ohio,03237500,Ohio Brush Creek near West Union,38.803684,-83.421023,387.00,1002.33,14500.00,410.59,209.30,63.79,12.08,3.68,2527.40,234.80,Sherwood and Huitger 2005
Interior Plains,Interior Low Plateaus,Ohio,03238600,Higgins Run near Higginsport,38.819515,-83.957707,0.55,1.42,710.00,20.10,39.80,12.13,2.02,0.62,80.40,7.47,Sherwood and Huitger 2005
Interior Plains,Interior Low Plateaus,Kentucky,03238745 ,Twelvemile Creek at Highway 1997 near Alexandria,38.951453,-84.338271,39.00,101.01,1350.00,38.23,84.05,25.62,3.81,1.16,320.06,29.73,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03238772 ,Fourmile Creek at Polar Bridge near Alexandria ,38.986667,-84.365278,3.10,8.03,154.00,4.36,26.08,7.95,1.68,0.51,43.91,4.08,Brockman 2010
Interior Plains,Central Lowland,Ohio,03240500,North Fork Massie Creek at Cedarville,39.757005,-83.790203,28.90,74.85,139.00,3.94,45.90,13.99,2.99,0.91,136.70,12.70,Sherwood and Huitger 2005
Interior Plains,Central Lowland,Ohio,03242100,Wayne Creek at Waynesville,39.518949,-84.079656,1.01,2.62,280.00,7.93,20.80,6.34,1.81,0.55,37.50,3.48,Sherwood and Huitger 2005
Interior Plains,Interior Low Plateaus,Kentucky,03250150,Indian Creek near Owingsville,38.156747,-83.651303,2.43,6.29,55.00,1.56,16.70,5.09,1.40,0.43,23.50,2.18,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03252300,Hinkston Creek near Carlisle,38.247437,-84.055150,154.00,398.86,2150.00,60.88,87.80,26.76,12.76,3.89,1119.00,103.96,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03254400 ,North Fork Grassy Creek near Piner,38.792011,-84.513829,13.60,35.22,363.10,10.28,42.66,13.00,2.16,0.66,92.08,8.55,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03254480 ,Cruises Creek at Highway 17 near Piner ,38.844444,-84.532222,18.00,46.62,375.00,10.62,51.79,15.79,3.07,0.94,158.91,14.76,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03254550 ,Banklick Creek at Highway 1829 near Erlanger,38.980556,-84.541667,30.00,77.70,749.00,21.21,72.06,21.96,3.20,0.98,230.79,21.44,Brockman 2010
Interior Plains,Central Lowland,Ohio,03260700,Bokengehalas Creek near De Graff,40.347274,-83.891048,36.30,94.02,542.00,15.35,62.90,19.17,2.67,0.81,164.70,15.30,Sherwood and Huitger 2005
Interior Plains,Interior Low Plateaus,Kentucky,03262001 ,Woolper Creek at Woolper Road near Burlington ,39.030000,-84.804167,24.20,62.68,540.00,15.29,60.20,18.35,2.83,0.86,170.09,15.80,Brockman 2010
Interior Plains,Central Lowland,Ohio,03264000,Greenville Greek near Bradford,40.102272,-84.429950,193.00,499.87,2490.00,70.51,142.50,43.43,4.50,1.37,641.40,59.59,Sherwood and Huitger 2005
Interior Plains,Central Lowland,Ohio,03266500,Mad River at Zanesfield,40.350332,-83.674376,7.31,18.93,280.00,7.93,36.70,11.19,2.36,0.72,84.60,7.86,Sherwood and Huitger 2005
Interior Plains,Central Lowland,Ohio,03268500,Beaver Creek near Springfield,39.940616,-83.748816,39.20,101.53,689.00,19.51,52.20,15.91,4.02,1.23,209.80,19.49,Sherwood and Huitger 2005
Interior Plains,Central Lowland,Ohio,03271763,Price Creek near Brennersville,39.813941,-84.566896,20.70,53.61,,,58.70,17.89,3.30,1.01,194.00,18.02,Sherwood and Huitger 2005
Interior Plains,Central Lowland,Ohio,03274100,Blake Run near Reily,39.466442,-84.756064,0.29,0.75,45.00,1.27,13.70,4.18,0.89,0.27,12.10,1.12,Sherwood and Huitger 2005
Interior Plains,Interior Low Plateaus,Kentucky,03277075 ,Gunpowder Creek at Camp Ernst Road near Union ,38.994167,-84.716111,36.60,94.79,1640.00,46.44,78.70,23.99,3.19,0.97,250.94,23.31,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03277130 ,Mud Lick at Highway 42 near Beaverlick ,38.845064,-84.720780,36.40,94.28,2040.00,57.77,88.35,26.93,4.47,1.36,395.31,36.73,Brockman 2010
Appalachian Highlands,Appalachian Plateaus,Kentucky,03277400,Leatherwood Creek at Daisy,37.113428,-83.092390,40.90,105.93,450.00,12.74,49.50,15.09,3.12,0.95,154.40,14.34,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,03278000,Bear Branch near Noble,37.450649,-83.195173,2.21,5.72,61.00,1.73,14.50,4.42,1.09,0.33,15.80,1.47,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,03278500,Troublesome Creek at Noble,37.443427,-83.218230,177.00,458.43,3800.00,107.60,94.10,28.68,8.24,2.51,775.10,72.01,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,03281040,Red Bird River near Big Creek,37.178701,-83.592969,155.00,401.45,5992.00,169.67,147.90,45.08,7.40,2.26,1095.00,101.73,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,03282500,Red River near Hazel Green,37.812308,-83.463795,65.80,170.42,1710.00,48.42,56.00,17.07,7.14,2.18,400.00,37.16,Vesely et al. 2008
Appalachian Highlands,Appalachian Plateaus,Kentucky,03283000,Stillwater Creek at Stillwater,37.756753,-83.486574,24.00,62.16,194.00,5.49,32.60,9.94,2.04,0.62,66.50,6.18,Vesely et al. 2008
Interior Plains,Interior Low Plateaus,Kentucky,03284520 ,East Hickman Creek at Andover Village near Cadentown ,37.997300,-84.405491,1.58,4.09,38.00,1.08,13.53,4.12,1.18,0.36,15.98,1.48,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03284525 ,East Hickman Creek Tributary at Chilesburg Road near Lexington ,37.988412,-84.411047,0.96,2.49,45.00,1.27,13.92,4.24,1.24,0.38,17.26,1.60,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03284530 ,East Hickman Creek at Delong Road near East Hickman ,37.949801,-84.455215,15.10,39.11,265.00,7.50,37.74,11.50,2.82,0.86,106.44,9.89,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03284555 ,West Hickman Creek at Ash Grove Pike near East Hickman ,37.934523,-84.502160,20.50,53.09,454.00,12.86,58.51,17.83,2.54,0.77,148.64,13.81,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03287580,North Elkhorn Creek at Man O War Boulevard,38.028411,-84.401880,2.20,5.70,65.00,1.84,17.50,5.33,1.41,0.43,24.80,2.30,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03287580 ,North Elkhorn Creek at Man O War Blvd near Cadentown ,38.028411,-84.401880,2.20,5.70,59.00,1.67,19.50,5.94,1.70,0.52,33.09,3.07,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03287590,North Elkhorn Creek at Winchester Road,38.040069,-84.411111,4.05,10.49,82.00,2.32,18.90,5.76,1.56,0.48,29.50,2.74,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03287590 ,North Elkhorn Creek on Winchester near Lexington ,38.040069,-84.411111,4.05,10.49,74.00,2.10,27.88,8.50,1.62,0.49,45.28,4.21,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03287600 ,North Elkhorn at Bryan Station Road near Montrose ,38.076466,-84.413269,21.50,55.68,269.00,7.62,56.59,17.25,2.78,0.85,157.57,14.64,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03288000,North Elkhorn Creek near Georgetown,38.205630,-84.513552,119.00,308.21,2700.00,76.46,123.00,37.49,8.36,2.55,1029.00,95.60,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03288000 ,North Elkhorn Creek near Georgetown ,38.205630,-84.513552,119.00,308.21,,,117.66,35.86,6.17,1.88,726.46,67.49,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03288100 ,North Elkhorn Creek at Georgetown,38.219519,-84.562998,147.00,380.73,1910.00,54.09,125.57,38.27,8.40,2.56,1054.81,98.00,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03288500,Cave Creek near Fort Spring,38.020911,-84.593831,2.53,6.55,50.00,1.42,13.10,3.99,1.10,0.34,14.30,1.33,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03288500 ,Cave Creek near Fort Springs ,38.020911,-84.593831,2.53,6.55,63.60,1.80,17.45,5.32,1.27,0.39,22.20,2.06,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03289000,South Elkhorn Creek at Fort Spring,38.043132,-84.626332,24.00,62.16,500.00,14.16,53.70,16.37,2.19,0.67,118.00,10.96,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03289000 ,South Elkhorn Creek at Fort Springs ,38.043132,-84.626332,24.00,62.16,544.00,15.40,54.23,16.53,2.34,0.71,126.76,11.78,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03289193  ,Wolf Run at Old Frankfort Pike Lexington ,38.066743,-84.554385,9.57,24.79,420.00,11.89,38.07,11.60,2.59,0.79,98.47,9.15,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03289200 ,Town Branch at Yarnallton Rd at Yarnallton ,38.103687,-84.587998,30.00,77.70,1080.00,30.58,71.96,21.93,3.27,1.00,235.59,21.89,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03291000,Eagle Creek at Sadieville,38.389517,-84.543276,42.90,111.11,1700.00,48.14,69.90,21.31,5.65,1.72,394.00,36.60,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03291000  ,Eagle Creek at Sadieville,38.389517,-84.543276,42.90,111.11,1180.10,33.42,85.91,26.19,4.03,1.23,346.00,32.14,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03292470 ,Harrods Creek at Highway 329 near Goshen ,38.361734,-85.574961,70.30,182.08,1910,54.08517699,92.25,28.1178,5.59,1.703832,515.87,47.92589124,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03292474 ,Goose Creek at Old Westport Road near St Matthews,38.275904,-85.606072,6.00,15.54,167.00,4.73,31.20,9.51,2.34,0.71,73.00,6.78,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03292480 ,Little Goose near Harrods Creek ,38.312569,-85.625795,5.80,15.02,272.00,7.70,44.77,13.65,2.61,0.80,116.74,10.85,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03293000 ,Middle Fork Beargrass Creek at Old Cannons Lane at Louisville ,38.237293,-85.664683,18.90,48.95,529.00,14.98,54.01,16.46,3.18,0.97,171.72,15.95,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03295000,Salt River near Harrodsburg,37.757297,-84.873009,41.40,107.23,975.00,27.61,58.50,17.83,3.83,1.17,224.00,20.81,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03295702,Bullskin Creek near Simpsonville,38.218681,-85.301901,54.80,141.93,1500.00,42.48,73.50,22.40,5.29,1.61,389.00,36.14,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03297800 ,Cedar Creek at Highway 1442 near Shepherdsville OB-LOUIS ,37.991111,-85.641111,12.10,31.34,343.00,9.71,41.46,12.64,2.30,0.70,95.26,8.85,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03298000,Floyds Fork at Fisherville,38.188402,-85.460235,138.00,357.42,4340.00,122.90,130.00,39.62,9.06,2.76,1173.00,108.98,Parola et al. 2007
Interior Plains,Interior Low Plateaus,Kentucky,03298000 ,Floyd's Fork at Fisherville,38.188402,-85.460235,138.00,357.42,3270.00,92.60,124.72,38.01,7.09,2.16,883.99,82.13,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03298135 ,Chenoweth Run at Ruckriegel Parkway ,38.194791,-85.557181,5.47,14.17,167.00,4.73,44.44,13.55,1.53,0.47,67.98,6.32,Brockman 2010
Interior Plains,Interior Low Plateaus,Kentucky,03298550,Long Lick at Clermont,37.927841,-85.653569,7.91,20.49,366.00,10.36,37.10,11.31,2.38,0.73,88.10,8.18,Parola et al. 2007
